material,T_c
Mg1C1Ni2.934Ru0.066,5.6
Mg1C1Ni2.9Ru0.1,4.72
Mg1C1Ni2.8Ru0.2,3.47
Mg1C1Ni2.999Fe0.001,6.93
Mg1C1Ni2.995Fe0.005,6.44
Mg1C1Ni2.99Fe0.01,6.25
Mg1C1Ni2.985Fe0.015,5.96
Mg1C1Ni2.98Fe0.02,5.46
Mg1C1Ni2.975Fe0.025,5.17
Mg1C1Ni2.967Fe0.033,4.9
Mg1C1Ni2.95Fe0.05,3.72
B2Mg1,36.6
Mg0.99Pb0.01B2,35.9
Mg0.98Pb0.02B2,35.5
Mg0.94Pb0.06B2,35
Mg0.9Pb0.1B2,34
La1.77Sr0.23Cu0.94Mn0.06O4,34
Tl0.5Pb0.5Sr2Ca1Cu2.98Co0.02O7,65
Tl0.5Pb0.5Sr2Ca1Cu2.95Co0.05O7,53
Tl0.5Pb0.5Sr2Ca1Cu2.98Ni0.02O7,63.5
Tl0.5Pb0.5Sr2Ca1Cu2.95Ni0.05O7,50
Tl0.5Pb0.5Sr2Ca1Cu2.98Zn0.02O7,71
Tl0.5Pb0.5Sr2Ca1Cu2.95Zn0.05O7,73
La1Fe4P12,4.2
Sn1.17Nb1S3.17,2.75
Pb1.14Nb1S3.14,2.72
Sn1.15Ta1S3.15,2.85
Pb1.13Ta1S3.13,3.08
Bi1.08Ta1S3.08,0.76
La1Ba1Ca1Cu2.9P0.1O7.4,20
La1Ba1Ca1Cu2.7P0.3O8.2,14
La1Ba1Ca1Cu2.5P0.5O9,20
Y0.8Ca0.2Sr1Ba1Cu2.9B0.1O7.3,35
Y0.8Ca0.2Sr1Ba1Cu2.8B0.2O7.6,37
Y0.8Ca0.2Sr1Ba1Cu2.7B0.3O7.9,38
Y0.8Ca0.2Sr1Ba1Cu2.6B0.4O8.2,31
Y0.8Ca0.2Sr1Ba1Cu2.5B0.5O8.5,28
La1.85Ca1.15Cu2O6,28
Mg1B1.89C0.11,34.7
Mg1B1.834C0.166,32
Mg1B1.8C0.2,28.8
Mg1B1.736C0.264,17.6
Mg0.98Al0.02B2,35.9
Mg0.92Al0.08B2,31.6
Mg0.82Al0.18B2,25.7
Mg0.79Al0.21B2,27.1
Sn3Yb1,3.6
La1Rh1Bi1,2.36
Mo0.05Sr2Ce2.01Y0.99Cu2.95O11,34
Mo0.1Sr2Ce2.01Y0.99Cu2.9O11,34
Mo0.15Sr2Ce2.01Y0.99Cu2.85O11,41
Mo0.2Sr2Ce2.01Y0.99Cu2.8O11,47
W0.25Sr2Ce2.01Y0.99Cu2.75O11,53
Re0.25Sr2Ce2.01Y0.99Cu2.75O11,56
Pr0.91La1Ce0.09Cu1O4,24
Eu0.8Ca0.2Ba2Cu3O,80.1
Eu0.75Ca0.25Ba2Cu3O,79.7
Eu0.7Ca0.3Ba2Cu3O,79.7
Gd1Ba2Cu3O,91.7
Gd0.8Ca0.2Ba2Cu3O,81
Gd0.75Ca0.25Ba2Cu3O,80
Gd0.7Ca0.3Ba2Cu3O,79
Er1Ba2Cu3O,90.9
Er0.8Ca0.2Ba2Cu3O,78.5
Er0.75Ca0.25Ba2Cu3O,71.6
Er0.7Ca0.3Ba2Cu3O,75.7
Tl0.5Ba2Ca1.3Be0.7Cu3.5O7.886,95
Tl0.5Ba2Ca0.3Be1.7Cu3.5O7.685,115
Tl0.5Ba2Ca1.5Be1.5Cu4.5O9.887,115
Tl0.5Ba2Ca1Be2Cu4.5O9.948,110
Pr1.85Ce0.15Cu1O3.98,21.2
Pr1.85Ce0.15Cu0.99V0.01O3.98,22
Pr1.85Ce0.15Cu0.98V0.02O3.98,22.3
Pr1.85Ce0.15Cu0.97V0.03O3.98,21.2
Pr1.85Ce0.15Cu0.96V0.04O3.98,22.4
Pr1.85Ce0.15Cu0.94V0.06O4,15.4
Pr1.85Ce0.15Cu0.995Ni0.005O4,17.5
Ce1Cu2Si1.8Ge0.2,0.12
La3Ca1Ba3Cu7O16.678,80.5
La3Ca0.9Cd0.1Ba3Cu7O16.611,77.5
La3Ca0.8Cd0.2Ba3Cu7O16.536,76
La3Ca0.7Cd0.3Ba3Cu7O16.459,71.5
La3Ca0.6Cd0.4Ba3Cu7O16.41,67.5
La3Ca0.5Cd0.5Ba3Cu7O16.375,59
La3Ca0.4Cd0.6Ba3Cu7O16.336,48.5
La3Ca0.3Cd0.7Ba3Cu7O16.303,36
Nd1Ba1.8Sr0.2Cu3O6.96,91.1
Nd1Ba1.6Sr0.4Cu3O6.94,86
Nd1Ba1.4Sr0.6Cu3O6.94,75
Nd1Ba1.2Sr0.8Cu3O6.97,66.9
Nd1Ba1Sr1Cu3O7.02,49.9
La1.92Ce0.08Cu1O4,13.9
La1.89Ce0.11Cu1O4,24.9
La1.87Ce0.13Cu1O4,22
La1.85Ce0.15Cu1O4,10
Pr1.96Ce0.04Cu1O4,23.6
Pr1.91Ce0.09Cu1O4,21.5
Pr1.83Ce0.17Cu1O4,20.3
Ce1Pt3.03Si0.97,0.37
Ce1Pt2.97Si1,0.72
Ce1.01Pt3Si1,0.75
Ce1Ni2Ge2,0.23
Ce1Pd2Si2,0.39
Ce1Ni2Ge2,0.2
Ce1Ir1Si3,1.6
Ce1Ni1Ge3,0.43
C60Yb3.5,6
B12Zr1,5.97
Y1,17
Mo6Se7.6,6.28
Hf1V2,9.67
Hf1V2H0.5,7.33
Hf1V2H0.4,8.42
Hf1V2H1,4.87
Hf1V2H1.6,2.2
H0.9Pd1,4.11
V2Zr1,8.85
Zr1V1.85Fe0.15,6.41
Zr1V1.7Fe0.3,4.49
Hf1V2,9.34
Hf1V1.85Fe0.15,7.04
Hf1V1.7Fe0.3,5
V2Zr1,8.54
Zr0.87Hf0.13V2,9.45
Zr0.7Hf0.3V2,9.9
Zr0.5Hf0.5V2,10.1
Zr0.3Hf0.7V2,9.96
Zr0.13Hf0.87V2,9.76
Hf1V2,9.26
Pd0.55Cu0.45H0.7,16.6
Pd0.7Ag0.3H0.8,15.6
Pd0.84Au0.16H0.9,13.6
C6Ca1,11.46
Ce1Rh0.4Ir0.6In5,0.91
Ce1Rh0.3Ir0.7In5,1.2
Ce1Rh0.2Ir0.8In5,0.67
Ce1Rh0.1Ir0.9In5,0.35
Ce1Ir1In5,0.41
Ce1.005Ni2.02Ge1.98,0.03
Ce1.005Ni2.025Ge1.975,0.035
Ca1Al1Si1,6
C6Ca1,11.3
Mg1C1Ni3,6.5
Mg0.9Zn0.1C1Ni3,4.5
Mg0.8Zn0.2C1Ni3,2.82
Mg0.7Zn0.3C1Ni3,2.5
Cd1C1Ni3,3.4
Y1Ba2Cu3O6.375,19
Y0.54Pr0.46Ba2Cu3O7,38
La1.85Sr0.15Cu0.98Ti0.02O4,32.3
La1.85Sr0.15Cu0.96Ti0.04O4,26.1
La1.81Sr0.19Cu0.98Ti0.02O4,33
La1.77Sr0.23Cu0.96Ti0.04O4,32.8
La1.73Sr0.27Cu0.94Ti0.06O4,30
La1.69Sr0.31Cu0.92Ti0.08O4,30
La1.65Sr0.35Cu0.9Ti0.1O4,29.9
La1.83Sr0.17Cu0.99Ru0.01O4,30
La1.81Sr0.19Cu0.98Ru0.02O4,30
La1.79Sr0.21Cu0.97Ru0.03O4,24
Y0.95Ca0.05Ba2Cu3O,84.8
Y0.95Ca0.05Ba2Cu2.94Zn0.06O,66
Y0.95Ca0.05Ba2Cu2.88Zn0.12O,33.9
Y0.9Ca0.1Ba2Cu3O,79.5
Li1Ti2O4,12.3
Ca1Al1Si1,6.2
Ca1Al1Si1,7.3
Ca1Al1Si1,7.7
Ba8Si46,8
Ba6Sr2Si46,7.2
Ba4Sr4Si46,5.3
Ba2Sr6Si46,4.1
Ba7Ca1Si46,7.65
Ba6Ca2Si46,5.2
Ba4Ca4Si46,3.7
La1Ru4P12,7.2
B2Mg1,38.5
Mg0.997Fe0.003B2,37.7
Mg0.994Fe0.006B2,34.2
Mg0.988Fe0.012B2,32
Mg0.97Fe0.03B2,30
B2Mg1,38.8
Mg0.95Al0.025Li0.025B2,37
Mg0.9Al0.05Li0.05B2,36.4
Mg0.8Al0.1Li0.1B2,32.9
Mg0.7Al0.15Li0.15B2,32
Mg0.65Al0.175Li0.175B2,30.7
Mg0.6Al0.2Li0.2B2,26.1
Mg0.55Al0.225Li0.225B2,25.6
Li2Pd3B1,7.6
B2Nb1,2.73
B2Nb0.9,3.64
B2Nb0.8,4.55
B2Nb0.7,7.96
B2Nb0.6,8.04
B2Nb0.5,7.56
B2Nb0.4,6.57
B2Nb0.3,6.1
Y1Ba2Cu3O6.35,20
Tl1Ba2Ca2Cu3O,128
Bi1.6Pb0.4Sr2Ca2Cu3O,111.5
Bi1.6Pb0.4Sr2Ca2.9995Sm0.0005Cu3O,109
Bi1.6Pb0.4Sr2Ca2.999Sm0.001Cu3O,104.5
Bi1.6Pb0.4Sr2Ca2.995Sm0.005Cu3O,100
Bi1.6Pb0.4Sr2Ca2.99Sm0.01Cu3O,93.5
Bi1.6Pb0.4Sr2Ca2.9Sm0.1Cu3O,79
Bi1.6Pb0.4Sr2Ca2.5Sm0.5Cu3O,53
Nb2Sn1C1,4
Nb2Sn1C1,7.8
C1Ta1,10.16
C1Nb1,9
Nb0.4Ta0.6C1,11.8
C1Ta1,10.2
C0.44Mo0.56,13
Mo3Al2C1,10
La1Fe1P1O1,4.1
La1Fe1P1F0.06O0.94,7.5
Na0.32Co1H2.6O3.3,2.6
C1,15
Ru1Sr2Eu1.5Ce0.5Cu2O9.6,33
Bi2Ni3S2,0.79
Bi2Ni3Se2,0.73
Tl2Ba2Ca1Cu1.98Fe0.02O8,106
Tl2Ba2Ca1Cu1.98Fe0.02F0.1O7.95,110
Tl2Ba2Ca1Cu1.98Fe0.02F0.2O7.9,109
Tl2Ba2Ca1Cu1.98Fe0.02F0.3O7.85,101
Tl2Ba2Ca0.9Ce0.1Cu1.98Fe0.02O8,99
Tl2Ba2Ca0.9Ce0.1Cu1.98Fe0.02F0.2O7.9,103
Tl2Ba2Ca0.9Ce0.1Cu2O8,100
Tl2Ba2Ca0.8Ce0.2Cu2O8,103
Y1Ba2Cu3O7,84.4
Y1Ba2Cu3O7,78.6
Y1Ba2Cu3O7,68
Y1Ba2Cu3O7,58.4
Y1Ba2Cu3O7,30.3
Ce1Rh0.9Ir0.1In5,2.04
Ce1Rh0.75Ir0.25In5,1.84
Ce1Rh0.5Ir0.5In5,0.79
Li0.68Nb1O2,5.15
Ce1Rh1In5,2.24
C6Yb1,6.5
C6Ca1,11.1
K1Tl1.5C4,2.7
K1Tl1.5C8,2.45
C8K1,0.134
C8K1,0.145
K1Hg1C4,0.86
K1Hg1C4,0.73
Rb1Hg1C4,0.99
K1Hg1C8,1.9
K1Hg1C8,1.94
Rb1Hg1C8,1.4
K1Tl1.5C4,2.56
K1Hg1C8,1.7
K1Hg1C4,1.135
K1Hg1C8,1.93
Rb1Hg1C8,1.46
Nb1Se2,7.15
S2Ta1,0.65
Ta1S1.8Se0.2,2.75
Ta1S1.6Se0.4,3.84
Ta1S1.2Se0.8,3.7
Ta1S1Se1,3.36
Ta1S0.4Se1.6,3.04
Se2Ta1,0.14
K1Hg1C8,1.85
N0.3S0.7,0.26
Ce1Ru2,6.1
Cr0.74Re0.26,3.12
Co3Y4,2.1
Co3Y4,1.5
C8Rb1,0.0252
Bi3In5,4.14
Nb1S2,5.84
Cu1La1,6.15
C60K3,19.7
C2Li1,1.9
Ge1Nb3,19.09
Ge1Nb3,20.46
Sb1Ti3,5.5
Sb1Ti3,6.5
Ga0.205V0.795,9.7
Ga0.222V0.778,12.3
Ga0.236V0.764,14.6
Ga0.248V0.752,15.1
Ga0.253V0.747,14.9
Ga0.265V0.735,13.6
Ga0.281V0.719,12.2
Ga0.296V0.704,12.1
Ga0.25V0.75,15.3
Nb3Sn1,17.6
Nb3Sn1,17.4
Nb3Sn1,18
Nb3Pt1,8.7
Nb3Pt1,10.9
Au1Nb3,10.7
Nb3Au0.7Pt0.3,13
Nb3Au0.7Pt0.3,10
N0.3S0.7,0.29
La1Os2,8.9
Si1V3,17
Si1V3,16.8
C6Ca1,10
Li0.06Zr1N1Cl1,15.2
Tl0.5Pb0.5Ba0.1Sr1.9Ca0.8Gd0.2Cu2O,98
Mg0.99Al0.01B2,38
Mg0.98Al0.02B2,37.5
Mg0.95Al0.05B2,36.5
Mg0.92Al0.08B2,35.5
Na0.346Co1H2.6O3.3,4.81
Na0.38Co1H2.6O3.3,2.8
Na0.3Co1H2.6O3.3,4.345
Na0.35Co1H1.4O2,4.7
Na0.35Co1H1.3O3.3,3.7
Sr2Cu1O3.4,75
Sr2Cu1O3.4,95
Y0.38Ba1.74La0.88Cu3O6.95,25
Sr3Cu2Cl1O5,70
Sr0.8Ba1.2Cu1O3.35,50
S2Ta1,3.2
Ta1S1.6Se0.4,4.1
Ru1Sr2Eu1.2Ce0.8Cu2O10,38
Ru0.9Sn0.1Sr2Eu1.2Ce0.8Cu2O10,34.6
Ru0.8Sn0.2Sr2Eu1.2Ce0.8Cu2O10,37
Bi2Sr1.6La0.4Cu1O,33
Bi2Sr1.6Sm0.4Cu1O,23
Bi2Sr1.6Eu0.4Cu1O,15.5
Ce1Ru2,6.3
Ce0.91La0.09Ru2,5.25
Ce1Ru2,6.17
Ce0.97La0.03Ru2,6.45
Ce0.94La0.06Ru2,6.55
Ce0.91La0.09Ru2,6.57
Ce0.88La0.12Ru2,6.14
Ce0.85La0.15Ru2,5.35
Ce0.8La0.2Ru2,4.77
Ce0.25La0.75Ru2,1.42
Ce1Ru2,6.2
Ce1Ru2,6.28
Ce0.97La0.03Ru2,5.89
Ce1Ru2,6.23
Pb0.989Tl0.011Te1,1.16
Pb0.986Tl0.014Te1,1.38
Pr1Pt2B2C1,6
Mg1B1.924C0.076,35.4
Mg1B1.868C0.132,33.15
Mg1B1.81C0.19,30.57
Sm1.86Ce0.14Cu1O4,22.7
Sm1.857Ce0.143Cu1O4,22.3
Sm1.85Ce0.15Cu1O4,19.7
Sm1.844Ce0.156Cu1O4,16.4
Ho0.75Y0.25Ni2B2C1,7.6
La3Pd4Si4,2.15
H1Pd1,51.6
Pd2Y1Sn1,4.55
Pd2Y0.98Gd0.02Sn1,3.24
Pd2Y0.95Gd0.05Sn1,2.41
Pd2Y0.9Dy0.1Sn1,3.46
Pd2Y0.85Dy0.15Sn1,2.8
Pd2Y0.8Dy0.2Sn1,1.4
Pd2Y0.9Ho0.1Sn1,4.06
Pd2Y0.9Er0.1Sn1,3.87
Pd2Y0.8Er0.2Sn1,3.73
Pd2Y0.7Er0.3Sn1,3.8
Pd2Y0.6Er0.4Sn1,2.77
Pd2Y0.95Tm0.05Sn1,4.12
Pd2Y0.9Tm0.1Sn1,4.12
Pd2Y0.75Tm0.25Sn1,3.73
Pd2Y0.5Tm0.5Sn1,3.65
Pd2Y0.25Tm0.75Sn1,3.06
Pd2Tm1Sn1,2.82
Pd2Y0.9Yb0.1Sn1,4.37
Pd2Y0.7Yb0.3Sn1,4.03
Pd2Yb1Sn1,2.42
Pd2Sc1Sn1,2.05
Pd2Lu1Sn1,3.05
Pd2Sc1Pb1,2.4
Pd2Y1Pb1,2.3
Pd2Tm1Pb1,2.1
Pd2Yb1Pb1,2.8
Pd2Lu1Pb1,2.4
C2Mo3,7.4
La1.85Sr0.11Ho0.04Cu1O4,13.9
La1.81Sr0.15Ho0.04Cu1O4,32.5
La1.76Sr0.2Ho0.04Cu1O4,28.4
La1.71Sr0.25Ho0.04Cu1O4,10.1
La1.85Sr0.11Ho0.04Cu1O4,11.7
La1.81Sr0.15Ho0.04Cu1O4,30.8
La1.76Sr0.2Ho0.04Cu1O4,27.3
La1.71Sr0.25Ho0.04Cu1O4,9.8
Mg0.983Al0.017B1,35.9
Mg0.927Al0.073B1,33
Ca0.2Ba1.55La1.25Cu3O7.159,68.7
Ca0.3Ba1.45La1.25Cu3O7.172,76.9
La1.925Ce0.075Cu1O4,3.92
La1.91Ce0.09Cu1O4,22.5
La1.895Ce0.105Cu1O4,24.3
La1.88Ce0.12Cu1O4,24.3
La2Cu1O4,37.8
La1.97Ce0.03Cu1O4,31.1
La1.94Ce0.06Cu1O4,7.97
La1.936Ce0.064Cu1O4,13.8
La1.891Ce0.109Cu1O4,28.5
La1.821Ce0.179Cu1O4,7.225
La1.87Ce0.13Cu1O,23.5
W0.474O0.106C0.42,3.85
Cu3.5V0.5Sr2Ca1O,98
Cu4.5V0.5Sr2Ca1O,98
Cu4.5V0.5Sr2Ca1O,107
Cu5.5V0.5Sr2Ca1O,75
Cu6.5V0.5Sr2Ca1O,73
Cu7.5V0.5Sr2Ca1O,73
Cu5.5V0.5Sr2.4Ca3.6O,75
Cu6.5V0.5Sr3.75Ca3.25O,75
Cu7.5V0.5Sr3.94Ca4.06O,75
Ba1Pb0.75Bi0.25O3,12.5
Mo1B0.01C0.82,12.2
Mo1B0.03C0.82,11.8
Mo1B0.05C0.82,11.5
Mo0.95Hf0.05C0.65,8.81
Mo0.95Hf0.05C0.68,9.87
Mo0.95Hf0.05C0.7,10.9
Mo0.95Hf0.05C0.73,12
Mo0.95Hf0.05C0.74,12.4
C1Mo2,2.8
C1Mo2,4.1
C0.64Mo1,8.9
C0.75Mo1,14.7
C6Ca1,11.4
Pr1.85Ce0.15Cu1O4,20
Pr1.85Ce0.15Cu1O4,21
Pr1.83Ce0.17Cu1O4,15
Mg10Ir19B16,4.4
K1Os2O6,9.73
Hg0.8Sb0.2Ba2Ca2Cu3O8,126
Hg0.8Sb0.15Pb0.05Ba2Ca2Cu3O8,127
Hg0.8Sb0.1Pb0.1Ba2Ca2Cu3O8,129
Hg0.8Sb0.05Pb0.15Ba2Ca2Cu3O8,133
Hg0.8Pb0.2Ba2Ca2Cu3O8,130
Ba1Al0.95Si1.05,2.8
Pd2Yb1Pb1,2.5
La1Ni1C2,2.9
Pr1Os4Sb12,1.85
Pr0.95La0.05Os4Sb12,1.84
Pr0.8La0.2Os4Sb12,1.8
Pr0.6La0.4Os4Sb12,1.67
Pr0.2La0.8Os4Sb12,1.07
La1Os4Sb12,0.74
C3Y2,15.7
Ce2Rh1In8,0.6
C60Ca5,8.4
Ba4C60,6.7
C60Sr4,4.4
Hg1Pb1.8,5.7
Hg1Pb2,5.8
Hg1Pb2.1,5.85
Hg1Pb2.3,6
C6Ca1,11.62
C6Ca1,11.57
Hg1Sm0.5Pb2,5.7
Hg1Sm1Pb2,5.9
Hg1Sm0.5In0.5Pb2,6.9
Y1,19.5
Ca1,25
Ce2Rh1In8,0.65
Ce0.15Ru0.85,3.9
Lu5Ir4Si10,3.9
Na0.33V2O5,6
Ce1Co1Ge3,0.7
Lu5Ir4Si9.95Ge0.05,4.1
Lu5Ir4Si9.9Ge0.1,4.7
Lu5Ir4Si9.8Ge0.2,5.8
Lu5Ir4Si9.5Ge0.5,6
Lu5Ir4Si9Ge1,6.38
Hg1Ba2Cu1O4,26
Hg1Ba2Cu1O4,46
Hg1Ba2Cu1O4,62
Hg1Ba2Cu1O4,77
Al1,1.159
Ga1,1.061
Cd1,0.541
Ba8Si40Ga6,3.3
Bi2Rh3Se2,0.84
Nb2Se3,2.3
Ce0.147Ru0.853,3.6
Ca0.1La1.15Ba1.75Cu3O7.148,57.1
Lu5Ir4Si8Ge2,6.6
Lu5Ir4Si6Ge4,5.1
Lu5Ir4Ge10,2.5
Ba8Si42Cu4,2.9
Mg0.95Cu0.05B2,37.75
Ba8Si46,8.4
Ba8Ge46,10
Ba8Ge42Co4,7
Cu0.07Ti1Se2,3.9
Tl2Ba2Cu1O6,84
Tl2Ba2Cu1O6,76
Tl2Ba2Cu1O6,72
Tl2Ba2Cu1O6,27
Tl2Ba2Cu1O6,26
Cu0.045Ti1Se2,0.95
Cu0.05Ti1Se2,1.4
Cu0.06Ti1Se2,2.39
Cu0.08Ti1Se2,4.15
Cu0.1Ti1Se2,2.68
Ru1Sr2Gd1Cu2O8,39
Ru0.98Ir0.02Sr2Gd1Cu2O8,38
Ru0.95Ir0.05Sr2Gd1Cu2O8,32.5
Ru0.9Ir0.1Sr2Gd1Cu2O8,22
Li2Pd3B1,6.87
Cd1C1Ni3,3.2
Cd1C1Ni3,2.8
La1Ir1Si3,0.77
Ce1Ir1Si3,1.59
Ce1Ir0.8Co0.2Si3,0.62
Ce1Ir0.65Co0.35Si3,0.75
Rb0.19W1O3.001,5.02
Rb0.23W1O3.05,5.01
Rb0.27W1O2.93,3
La6Zn1Sb15,3.74
Cu0.06Ti2Se2,2
Cu0.08Ti2Se2,3.95
Cu0.1Ti2Se2,2.95
Ru1Sr2Gd1.5Ce0.5Cu2O10,25
Ru0.9Nb0.1Sr2Gd1.5Ce0.5Cu2O10,26.8
Ru0.8Nb0.2Sr2Gd1.5Ce0.5Cu2O10,28
Ru0.7Nb0.3Sr2Gd1.5Ce0.5Cu2O10,27.4
Ru0.6Nb0.4Sr2Gd1.5Ce0.5Cu2O10,27
Ru0.5Nb0.5Sr2Gd1.5Ce0.5Cu2O10,25.7
C0.3Ba2Ca4Cu5.7O12.8,99
C0.3Ba2Ca4Cu5.7O12.965,93.3
Na0.33Ta1S2,4.7
K0.33Ta1S2,3.8
Rb0.33Ta1S2,3
Cs0.33Ta1S2,3.8
Na0.5Nb1S2,1.3
K0.5Nb1S2,1.7
Rb0.5Nb1S2,1.8
Cs0.5Nb1S2,2.8
H0.1Ta1S2,3.9
Ca0.6Mo1S2,4
Sr0.8Mo1S2,5.6
Be30Zr70,2.8
Be35Zr65,2.6
Be40Zr60,2.1
Mo64Ru16P20,7.31
Mo48Ru32P20,6.18
Mo32Ru48P20,4.68
Mo16Ru64P20,3.43
Mo80P10B10,9
Mo64Re16P10B10,8.71
Al0.2La0.8,4.43
Al0.22La0.78,4.3
Al0.25La0.75,3.98
Al0.27La0.73,3.82
Al0.32La0.68,3.23
Al0.18La0.82,4.65
Au0.2La0.8,4.23
Ge0.2La0.8,5.1
Pd0.3Zr0.7,2.53
Au0.2La0.8,3.71
Au0.24La0.76,3.28
Zr41.2Ti13.8Cu12.5Ni10Be22.5,1.1
Zr41.2Ti13.8Cu12.5Ni10Be22.5,0.9
Sn1,4.46
Cu20Sn80,5.71
Cu30Sn70,4.91
Cu40Sn60,4.19
Cu50Sn50,3.26
Cu60Sn40,2.26
Cu70Sn30,1.2
B0.69Mg0.31,5.7
Ti70Nb15Si15,4.6
Ti55Nb30Si15,4.9
Ti60Nb25Si15,4.8
Ti50Nb35Si15,5
Ti45Nb40Si15,5.1
Ti56Nb30Si14,5
Ti54Nb30Si16,4.8
Ti52Nb30Si18,4.7
Au22La78,3.934
La75Au15Cu10,3.795
Mo30Re70,7.62
Ge1Nb3,3.342
Cu40Zr60,1.6
Cu40Zr60,1.14
Cu40Zr60,0.78
Cu50Zr50,0.74
Cu50Zr50,0.54
Cu50Zr50,0.35
Ti55Nb30Si12B3,5
Ti45Nb40Si12B3,5.4
Nb55Rh45,5.13
Ir45Nb55,4.88
Rh45Ta55,3.37
Ir45Ta55,3.39
Nb41.25Ta13.75Rh45,4.615
Nb27.5Ta27.5Rh45,3.965
Nb13.75Ta41.25Rh45,3.56
Nb41.25Ta13.75Ir45,4.35
Nb27.5Ta27.5Ir45,3.935
Nb13.75Ta41.25Ir45,3.315
Rh43Zr57,2.18
Rh41Zr59,2.44
Rh37Zr63,2.86
Rh27Zr73,3.57
Rh24Zr76,3.67
Rh23Zr77,3.66
Rh20Zr80,3.72
Ru28Zr72,3.76
Ru27Zr73,3.11
Ru22Zr78,3.73
Ru18Zr82,3.78
Ru18Zr82,3.33
Ru13Zr87,3.57
Ru11Zr89,3.84
Ru11Zr89,3.9
Ru8Zr92,3.79
Re30Zr70,2.69
Re16Zr84,3.32
Re10Zr90,4.12
Co1Zr2,3
Ni1Zr2,2.77
Pd1Zr2,2.36
Ni1Zr3,3.35
Pd1Zr3,2.96
Rh1Zr3,4.3
Co21Zr79,3.78
Co25Zr75,3.47
Co28Zr72,3.12
Co35Zr65,2.48
Ni22Zr78,3.47
Ni24Zr76,3.29
Ni27Zr73,3.1
Zr70.2Ti7.8Ni22,3.32
Zr62.4Ti15.6Ni22,3.09
Zr54.6Ti23.4Ni22,2.78
Zr74.1Ti3.9Ni22,3.65
Zr66.3Ti11.7Ni22,3.56
Zr62.4Ti15.6Ni22,3.34
Ni19.75Zr79Mn1.25,1.92
Ni19.5Zr78Mn2.5,1.41
Cu19.8Zr79.2Mn1,2.11
Cu19.6Zr78.4Mn2,1.14
Pd35Zr65,1.98
Pd34Zr66,2.1
Pd32Zr68,2.24
Pd31Zr69,2.34
Pd29Zr71,2.49
Pd27Zr73,2.6
Pd23Zr77,2.84
Pd22Zr78,2.88
Pd20Zr80,2.91
Ni31Zr69,2.44
Ni30Zr70,2.58
Ni29Zr71,2.64
Ni24Zr76,2.94
Ni21Zr79,3.06
Ni20Zr80,3.17
Ni18Zr82,2.98
Ni17Zr83,3
Ni16Zr84,3.06
Co35.38Zr64.62,2.67
Co25Zr75,3.18
Fe30Zr70,0.5
Si,5
Si,6.8
Ni20Zr80,3.77
Ni29Zr71,2.92
Ni33Zr67,2.6
Ni36.5Zr63.5,2.44
Ni40Zr60,2.31
Ni45Zr55,2
Nb82Si18,4.4
Nb81Si19,4.35
Nb80Si20,4.23
Nb70Mo10Si20,4.8
Nb60Mo20Si20,5
Nb55Mo25Si20,5.3
Nb80Si16C4,4.5
Nb80Si16Ge4,4.7
Nb80Si16B4,4.7
Li2Pd3B1,8
Pr1Os4Sb12,1.86
La9Br5B3C6,6
Ce1Pt3Si1,0.68
Ce0.99La0.01Pt3Si1,0.57
Ce0.985La0.015Pt3Si1,0.15
Ce0.98La0.02Pt3Si1,0.03
C1,3.95
Cu1.3K0.2Co1.5S4,4.4
B12Zr1,6.2
Pr1Os4Sb12,1.77
Pr1Os3.8Ru0.2Sb12,1.63
Pr1Os3.6Ru0.4Sb12,1.62
Pr1Os3.2Ru0.8Sb12,1.54
Pr1Os2.4Ru1.6Sb12,1.21
Pr1Os1.6Ru2.4Sb12,0.75
Pr1Os0.6Ru3.4Sb12,0.94
Pr1Ru4Sb12,1.11
Lu4Co6Sn19,1.5
Sc4Rh6Sn19,4.5
Y4Rh6Sn19,3.2
Er4Rh6Sn19,1.2
Tm4Rh6Sn19,2.3
Lu4Rh6Sn19,4
Sc4Ir6Sn19,1.1
Lu4Ir6Sn19,3.2
Tl1Mo3Te3,5.84
Te2Mo6Se6,3
La3Ir2Ge2,4.7
B2Mg1,38.6
Mg0.9Al0.1B2,37.5
Mg0.8Al0.2B2,33.4
Mg0.7Al0.3B2,26.7
Ba1,0.5
Ba1,4.8
Sr1,3.55
La1,5.9
La1,4.86
Ce0.0007La0.9993,4.65
Ce0.013La0.987,3.7
Ce0.013La0.987,3.1
Ce0.02La0.98,2.56
Sc1,0.34
Zr1,0.52
Nb1,9.2
Ta1,4.4
Sn1,3.732
In1,3.403
Ta1,4.301
Tl1,2.38
Hg1,4.156
Hg1,4.017
Al1,1.18
Te1,6.3
P1,10.7
As0.1P0.9,9.9
As1,2.4
Si1,8.4
Si1,5.2
Te1,4.3
Te3Zr1,2.1
Mg0.95Al0.05B2,36.6
Mg0.93Al0.07B2,35.8
Mg0.9Al0.1B2,33.4
Mg0.85Al0.15B2,31.5
Mg0.8Al0.2B2,29.1
Mg0.9Al0.1B2,32.1
Mg0.8Al0.2B2,25.6
Mg0.7Al0.3B2,7.9
Mg1B1.924C0.076,36
Mg1B1.8C0.2,21
Mg1C1.6Ni3,6.9
Mg1C1Ni3,6.4
Pb0.996Tl0.004Te1,0.061
Pb0.9922Tl0.0078Te1,0.51
Pb0.987Tl0.013Te1,1.32
Sn0.87Ag0.1Te1,1.88
Sn0.97Te1,0.189
